name,restaurant,category,calories,carbs,fat
Chicken Tortilla Soup,Chick-fil-A,Soups,230,26,5
"Chicken, Egg & Cheese on Sunflower Multigrain Bagel",Chick-fil-A,Breakfast,490,49,20
Chocolate Milkshake,Chick-fil-A,Desserts,600,90,23
Cinnamon Brown Sugar,Chick-fil-A,Breakfast,25,7,0
Cinnamon Cluster,Chick-fil-A,Breakfast,430,63,17
Cole Slaw,Chick-fil-A,Sides,360,19,31
Cookies & Cream Milkshake,Chick-fil-A,Desserts,570,81,26
Deluxe Chicken Sandwich,Chick-fil-A,Sandwiches,490,41,22
Fruit Cup,Chick-fil-A,Sides,70,17,0
Fudge Brownie,Chick-fil-A,Desserts,390,53,18
Hash Browns,Chick-fil-A,Breakfast,270,25,18
Hearty Breast of Chicken Soup,Chick-fil-A,Soups,140,19,4
Iced Tea – Sweetened,Chick-fil-A,Drinks,130,32,0
Iced Tea – Unsweetened,Chick-fil-A,Drinks,0,0,0
Icedream®,Chick-fil-A,Desserts,290,50,7
Mixed Fruit Blend,Chick-fil-A,Breakfast,45,12,0
Multigrain Oatmeal,Chick-fil-A,Breakfast,280,44,11
Nuggets,Chick-fil-A,Chicken,400,17,18
Plain Biscuit,Chick-fil-A,Breakfast,310,41,14
Roasted Nut Topping,Chick-fil-A,Breakfast,80,3,8
Sausage Breakfast Burrito,Chick-fil-A,Breakfast Tacos,510,40,29
"Sausage, Egg, and Cheese Biscuit",Chick-fil-A,Breakfast,680,43,47
Side Salad,Chick-fil-A,Salads,70,5,4.5
Southwest Chargrilled Salad,Chick-fil-A,Salads,240,18,9
Spicy Chicken Cool Wrap,Chick-fil-A,Wraps,410,48,12
Spicy Chicken Sandwich,Chick-fil-A,Sandwiches,480,44,20
Spicy Chicken Sandwich Deluxe,Chick-fil-A,Sandwiches,570,46,27
Strawberry Milkshake,Chick-fil-A,Desserts,610,93,23
Vanilla Milkshake,Chick-fil-A,Desserts,550,75,23
Waffle Potato Fries,Chick-fil-A,French Fries,390,47,21
Yogurt Parfait,Chick-fil-A,Breakfast,230,44,3
Yogurt Parfait with Chocolate Cookie Crumbs,Chick-fil-A,Breakfast,240,47,4.5
Yogurt Parfait with Granola,Chick-fil-A,Breakfast,290,53,6
Add Fried Shrimp to any Entrée,Chili's,Sides,110,7,6
Add Fried Shrimp to any Entrée,Chili's,Sides,220,15,12
Add Rice and Black Beans,Chili's,Sides,290,48,7
Add Spicy Garlic & Lime Shrimp to any Entrée,Chili's,Sides,80,2,4
Add Spicy Garlic & Lime Shrimp to any Entrée,Chili's,Sides,150,4,8
Applewood Smoked Bacon,Chili's,Sides,90,0,7
Avocado Burger on Wheat Bun w/ fries,Chili's,Burgers,1570,138,90
Avocado Slices,Chili's,Sides,80,4,7
Bacon Ranch Chicken Quesadilla,Chili's,Mexican Food,1650,96,107
Bacon Ranch Chicken Quesadilla w/ Fries,Chili's,Mexican Food,1070,78,67
Bacon Ranch Steak Quesadilla,Chili's,Mexican Food,1680,98,111
BBQ Pulled Pork Sandwich on White Bun with fries,Chili's,Sandwiches,1670,172,85
BBQ Sauce (Original),Chili's,Sides,50,12,0
Beef Fajitas – w/o Tortillas and Condiments,Chili's,Fajitas,390,27,14
Big Mouth Burger Bites w/ Fries,Chili's,Burgers,970,80,58
Big Mouth® Bites w/ Ranch with fries,Chili's,Burgers,2120,163,133
Black Bean Patty Only,Chili's,Sides,200,25,2
Black Beans,Chili's,Sides,100,18,1
Boneless Buffalo Chicken Salad,Chili's,Salads,990,48,68
Boneless Buffalo Wings w/ Bleu Cheese,Chili's,Appetizers,1490,94,88
Bottomless Tostada Chips w/ Salsa,Chili's,Appetizers,1020,125,51
Broccoli Cheese Soup,Chili's,Soups,230,16,15
Broccoli Cheese Soup,Chili's,Soups,110,8,7
Brownie Sundae,Chili's,Desserts,1290,195,61
Buffalo Chicken Ranch Sandwich on White Bun with fries,Chili's,Sandwiches,1410,143,68
Cajun Pasta w/ Grilled Chicken,Chili's,Entrees,1500,124,76
Cajun Pasta w/ Grilled Chicken (Lunch Combo),Chili's,Entrees,870,71,44
Cajun Pasta w/ Grilled Shrimp,Chili's,Entrees,1480,125,81
California Club Sandwich w/ Fries,Chili's,Sandwiches,740,73,38
California Club Sandwich w/ fries,Chili's,Sandwiches,1490,147,76
Caribbean Salad w/ Grilled Chicken,Chili's,Salads,610,65,25
Caribbean Salad w/ Grilled Shrimp,Chili's,Salads,620,66,31
"Cheese, American",Chili's,Sides,70,1,6
"Cheese, Cheddar",Chili's,Sides,80,0,7
"Cheese, Provolone",Chili's,Sides,80,0,6
"Cheese, Swiss",Chili's,Sides,80,1,6
Cheesecake,Chili's,Desserts,710,68,42
Chicken & Green Chile Soup,Chili's,Soups,200,21,7
Chicken & Green Chile Soup,Chili's,Soups,100,11,4
Chicken Caesar Salad,Chili's,Salads,650,26,44
Chicken Club Tacos,Chili's,Tacos,1260,120,60
Chicken Crispers® w/ Honey Mustard,Chili's,Chicken,1350,129,68
Chicken Enchilada,Chili's,Soups,400,23,25
Chicken Enchilada Soup,Chili's,Soups,400,23,25
Chicken Enchilada Soup,Chili's,Soups,200,11,13
Chicken Fajitas – w/o Tortillas and Condiments,Chili's,Fajitas,360,24,10
Chili’s Terlingua Chili w/ Toppings,Chili's,Soups,360,17,20
Chili’s Terlingua Chili w/ Toppings,Chili's,Soups,180,9,10
Chocolate Chip Paradise Pie,Chili's,Desserts,1250,163,64
Cinnamon Apples,Chili's,Sides,280,48,11
Classic Bacon Burger w/ fries,Chili's,Burgers,1570,125,91
Classic Nachos (12),Chili's,Appetizers,1440,81,97
Classic Nachos (8),Chili's,Appetizers,980,55,67
Classic Nachos – Beef (12),Chili's,Appetizers,1720,86,108
Classic Nachos – Beef (8),Chili's,Appetizers,1170,59,74
Classic Nachos – Chicken (12),Chili's,Appetizers,1670,83,103
Classic Nachos – Chicken (8),Chili's,Appetizers,1140,57,71
Classic Sirloin,Chili's,Entrees,1010,59,60
Classic Sirloin (Lunch Combo),Chili's,Entrees,360,7,18
Classic Turkey Sandwich w/ fries,Chili's,Sandwiches,1340,138,64
Classic Turkey Sandwich w/ Fries (Lunch Combo),Chili's,Sandwiches,690,69,34
Cobb Salad,Chili's,Salads,710,22,52
Cole Slaw,Chili's,Sides,240,15,20
Country-Fried Steak,Chili's,Entrees,1270,120,71
Crispy Chicken Crispers® No Dressing,Chili's,Chicken,1210,125,57
Crispy Chicken Tacos,Chili's,Tacos,1630,171,78
Crispy Honey-Chipotle Chicken Crispers® w/ Ranch,Chili's,Chicken,1660,196,76
Crispy Onion String & Jalapeno Stack w/ Ranch,Chili's,Appetizers,1050,71,81
Crispy Shrimp Tacos,Chili's,Tacos,1500,174,68
"Dressing, Ancho Chile Ranch",Chili's,Sides,190,3,19
"Dressing, Avocado Ranch",Chili's,Sides,140,3,14
"Dressing, Bleu Cheese",Chili's,Sides,240,1,26
"Dressing, Citrus Balsamic Vinaigrette",Chili's,Sides,250,6,25
"Dressing, Honey Lime",Chili's,Sides,200,13,17
"Dressing, Honey Mustard",Chili's,Sides,200,1,22
"Dressing, Honey Mustard No Fat",Chili's,Sides,70,11,0
"Dressing, Low Fat Ranch",Chili's,Sides,80,9,5
"Dressing, Ranch",Chili's,Sides,180,2,19
Fajita Chicken Sandwich w/ Fries,Chili's,Sandwiches,730,70,38
Fajita Trio – w/o Tortillas and Condiments,Chili's,Fajitas,530,30,20
Fire-Grilled Corn Guacamole w/ Chips,Chili's,Appetizers,1400,151,84
Flame-Grilled Ribeye,Chili's,Entrees,1570,57,116
Fried Cheese w/ Marinara Sauce,Chili's,Appetizers,660,54,35
Fried Shrimp w/ Cocktail Sauce,Chili's,Entrees,270,25,12
Fried Shrimp w/ Cocktail Sauce,Chili's,Seafood,990,108,52
Frosty Chocolate Shake,Chili's,Shakes,690,92,33
GG Classic Sirloin,Chili's,Entrees,370,20,9
GG Grilled Chicken Sandwich w/ Steamed Broccoli & fries,Chili's,Sandwiches,610,78,13
GG Salmon w/ Garlic & Herbs,Chili's,Seafood,480,37,17
GG Santa Fe Chicken Wrap w/ Steamed Broccoli & fries,Chili's,Sandwiches,680,80,25
"Gravy, Black Pepper",Chili's,Sides,30,4,2
Grilled Chicken Sandwich on White Bun w/ fries,Chili's,Sandwiches,1280,121,63
Grilled Ham & Swiss Sandwich w/ fries,Chili's,Sandwiches,1360,137,71
Grilled Ham & Swiss Sandwich w/ Fries (Lunch Combo),Chili's,Sandwiches,680,68,36
Grilled Salmon w/ Garlic & Herbs,Chili's,Entrees,310,1,15
Grilled Salmon w/ Garlic & Herbs,Chili's,Seafood,580,38,28
Guacamole,Chili's,Sides,45,3,4
Half Rack of Baby Back Ribs,Chili's,Entrees,760,14,49
Homestyle Fries,Chili's,Sides,380,61,13
Honey Chipotle Sauce,Chili's,Sides,140,34,0
Hot Spinach & Artichoke Dip w/ Chips,Chili's,Appetizers,1610,139,103
House Salad No Dressing,Chili's,Salads,180,15,11
Jalapeno Smokehouse Burger w/ Ranch with fries,Chili's,Burgers,2210,136,144
Loaded Baked Potato Soup,Chili's,Soups,210,11,15
Loaded Baked Potato Soup,Chili's,Soups,410,22,30
Loaded Mashed Potatoes,Chili's,Sides,390,28,25
Lunch House Salad No Dressing,Chili's,Salads,90,7,5
Margarita Grilled Chicken,Chili's,Chicken,550,62,14
Margarita Grilled Chicken (Lunch Combo),Chili's,Chicken,260,15,7
Mashed Potatoes w/ Black Pepper Gravy,Chili's,Sides,280,31,15
Memphis Dry Rub Ribs,Chili's,Ribs,1990,137,111
Memphis Dry Rub Ribs (1/2 rack),Chili's,Ribs,1080,82,57
Molten Chocolate Cake,Chili's,Desserts,1020,144,46
Monterey Chicken®,Chili's,Chicken,890,51,48
Monterey Chicken® (Lunch Combo),Chili's,Chicken,530,13,27
Mushroom-Swiss Burger w/ fries,Chili's,Burgers,1540,126,88
Oldtimer® Burger w/ fries,Chili's,Burgers,1310,128,65
Original Ribs,Chili's,Ribs,2170,137,123
Original Ribs (1/2 rack),Chili's,Ribs,1140,75,63
Over-The-Top Cobb Salad w/ Avocado Ranch,Chili's,Salads,430,12,33
Pepper Pals® Cheese Pizza,Chili's,Kid's Meals,570,67,24
Pepper Pals® Cheese Quesadilla,Chili's,Kid's Meals,470,42,24
Pepper Pals® Chocolate Shake,Chili's,Kid's Meals,460,61,22
Pepper Pals® Corn Dog,Chili's,Kid's Meals,270,31,14
Pepper Pals® Crispy Chicken Crispers,Chili's,Kid's Meals,380,19,22
Pepper Pals® Grilled Cheese Sandwich,Chili's,Kid's Meals,530,30,42
Pepper Pals® Grilled Chicken Platter,Chili's,Kid's Meals,160,2,4
Pepper Pals® Grilled Chicken Sandwich,Chili's,Kid's Meals,230,21,5
Pepper Pals® Little Chicken Crispers,Chili's,Kid's Meals,340,21,15
Pepper Pals® Little Mouth Burger,Chili's,Kid's Meals,330,23,18
Pepper Pals® Little Mouth Cheeseburger,Chili's,Kid's Meals,400,24,24
Pepper Pals® Macaroni & Cheese Kraft,Chili's,Kid's Meals,500,69,18
Pepper Pals® Side Celery Sticks w/ Ranch,Chili's,Kid's Meals,80,10,5
Pepper Pals® Side Cinnamon Apples,Chili's,Kid's Meals,280,48,11
Pepper Pals® Side Corn Cob w/o Butter,Chili's,Kid's Meals,150,32,2
Pepper Pals® Side Homestyle Fries,Chili's,Kid's Meals,190,30,7
Pepper Pals® Side Kernel Corn,Chili's,Kid's Meals,130,22,2
Pepper Pals® Side Mandarin Oranges,Chili's,Kid's Meals,35,8,0
Pepper Pals® Side Mashed Potatoes – w/o Gravy,Chili's,Kid's Meals,120,14,7
Pepper Pals® Side Pineapple,Chili's,Kid's Meals,35,9,0
Pepper Pals® Side Rice,Chili's,Kid's Meals,190,30,7
Pepper Pals® Side Salad w/ Low Fat Ranch,Chili's,Kid's Meals,130,14,8
Pepper Pals® Side Steamed Broccoli,Chili's,Kid's Meals,30,6,0
Quesadilla Explosion Salad,Chili's,Salads,1400,90,89
Ranch Only as served w/ Chips,Chili's,Sides,480,6,50
Rice,Chili's,Sides,190,30,7
Salsa Only as served w/ Chips,Chili's,Sides,50,8,0
Santa Fe Chicken Wrap w/ Ancho-Chile Ranch & fries,Chili's,Sandwiches,1320,126,73
Shiner Bock® BBQ Burger w/ fries,Chili's,Burgers,1680,166,87
Shiner Bock® BBQ Ribs,Chili's,Ribs,2310,168,123
Shiner Bock® BBQ Ribs (1/2 rack),Chili's,Ribs,1200,91,63
Skillet Queso w/ Chips,Chili's,Appetizers,1710,147,101
Sour Cream,Chili's,Sides,60,2,6
Southern Smokehouse Burger w/ Ancho Chile BBQ & fries,Chili's,Burgers,2290,163,139
Southwestern BLT Sandwich w/ Fries,Chili's,Sandwiches,630,68,33
Southwestern Eggrolls w/ Avocado Ranch,Chili's,Appetizers,780,81,41
Spicy Garlic & Lime Grilled Shrimp,Chili's,Entrees,150,4,8
Steakhouse Sandwich w/ fries,Chili's,Sandwiches,1010,115,45
Steamed Broccoli,Chili's,Sides,80,6,6
Sweet Corn,Chili's,Soups,450,31,36
Sweet Corn,Chili's,Soups,230,16,18
Sweet Corn on the Cob w/ Butter,Chili's,Sides,200,32,7
Texas Cheese Fries -1/2 order w/ Chili & Ranch,Chili's,Appetizers,1350,72,94
Texas Cheese Fries -1/2 order w/ Ranch,Chili's,Appetizers,1260,67,89
Texas Cheese Fries w/ Chili & Ranch,Chili's,Appetizers,2120,117,144
Texas Cheese Fries w/ Ranch,Chili's,Appetizers,1960,109,136
Triple Dipper™ Big Mouth® Bites w/ Ranch,Chili's,Appetizers,850,51,58
Triple Dipper™ Boneless Buffalo Wings w/ Bleu Cheese,Chili's,Appetizers,810,43,54
Triple Dipper™ Chicken Crispers® No Dressing,Chili's,Appetizers,340,21,15
Triple Dipper™ Fried Cheese w/ Marinara Sauce,Chili's,Appetizers,390,33,21
Triple Dipper™ Hot Spinach & Artichoke Dip w/ Chips,Chili's,Appetizers,1290,128,77
Triple Dipper™ Southwestern Eggrolls w/ Avocado Ranch,Chili's,Appetizers,560,54,32
Triple Dipper™ Wings Over Buffalo® w/ Bleu Cheese,Chili's,Appetizers,480,5,41
"Wheat Bun, Plain",Chili's,Sides,360,62,9
Wings Over Buffalo® w/ Bleu Cheese,Chili's,Appetizers,690,7,53
Barbacoa,Chipotle Mexican Grill,Entrees,170,2,7
Barbacoa,Chipotle Mexican Grill,Entrees,60,1,2.5
Black Beans,Chipotle Mexican Grill,Sides,120,23,1
Black Beans (side),Chipotle Mexican Grill,Sides,80,14,0.5
Black Beans (taco),Chipotle Mexican Grill,Sides,40,8,0.5
Carnitas,Chipotle Mexican Grill,Entrees,190,1,8
Carnitas,Chipotle Mexican Grill,Entrees,60,0,2.5
Cheese,Chipotle Mexican Grill,Sides,100,0,8.5
Cheese (small quesadilla),Chipotle Mexican Grill,Sides,100,0,8.5
Cheese (taco),Chipotle Mexican Grill,Sides,35,0,3
Chicken,Chipotle Mexican Grill,Entrees,190,1,6.5
Chicken,Chipotle Mexican Grill,Entrees,60,0,2
Chips,Chipotle Mexican Grill,Sides,570,73,27
Chips,Chipotle Mexican Grill,Sides,140,18,7
Cilantro-Lime Rice,Chipotle Mexican Grill,Sides,130,23,3
Cilantro-Lime Rice (side),Chipotle Mexican Grill,Sides,110,19,2.5
Cilantro-Lime Rice (taco),Chipotle Mexican Grill,Sides,40,8,1
Crispy Taco Shell,Chipotle Mexican Grill,Tortillas,60,9,2
Crispy Taco Shell,Chipotle Mexican Grill,Tortillas,60,9,2
Fajita Vegetables,Chipotle Mexican Grill,Sides,20,4,0.5
Fajita Vegetables,Chipotle Mexican Grill,Sides,5,1,0
Flour Tortilla (burrito),Chipotle Mexican Grill,Tortillas,290,44,9
Flour Tortilla (taco),Chipotle Mexican Grill,Tortillas,90,13,2.5
Flour Tortilla (taco),Chipotle Mexican Grill,Tortillas,90,13,2.5
Fresh Tomato Salsa,Chipotle Mexican Grill,Sides,20,4,0
Fresh Tomato Salsa,Chipotle Mexican Grill,Sides,5,1,0
Green Tomatillo Salsa,Chipotle Mexican Grill,Sides,15,3,0
Green Tomatillo Salsa,Chipotle Mexican Grill,Sides,5,1,0
Guacamole,Chipotle Mexican Grill,Sides,150,8,13
Guacamole,Chipotle Mexican Grill,Sides,50,3,4.5
Pinto Beans,Chipotle Mexican Grill,Sides,120,22,1
Pinto Beans (side),Chipotle Mexican Grill,Sides,80,14,0.5
Pinto Beans (taco),Chipotle Mexican Grill,Sides,40,7,0.5
Red Tomatillo Salsa,Chipotle Mexican Grill,Sides,40,8,1
Red Tomatillo Salsa,Chipotle Mexican Grill,Sides,15,3,0.5
Roasted Chili – Corn Salsa,Chipotle Mexican Grill,Sides,80,15,1.5
Roasted Chili – Corn Salsa,Chipotle Mexican Grill,Sides,25,5,0.5
Romaine Lettuce (salad),Chipotle Mexican Grill,Sides,10,2,0
Romaine Lettuce (taco),Chipotle Mexican Grill,Sides,5,1,0
Romaine Lettuce (tacos),Chipotle Mexican Grill,Sides,5,1,0
Soft Corn Tortilla,Chipotle Mexican Grill,Tortillas,60,13,0.5
Soft Corn Tortilla,Chipotle Mexican Grill,Tortillas,60,13,0.5
Sour Cream,Chipotle Mexican Grill,Sides,120,2,10
Sour Cream,Chipotle Mexican Grill,Sides,40,1,3.5
Steak,Chipotle Mexican Grill,Entrees,190,2,6.5
Steak,Chipotle Mexican Grill,Entrees,60,1,2
Vinaigrette,Chipotle Mexican Grill,Sides,260,12,24.5
Apple Pie,Church's,Desserts,220,35,8
Boneless Wing – with Sauce,Church's,Wings,95,18,5
Boneless Wing – without Sauce,Church's,Wings,80,15,5
Cajun Rice,Church's,Sides,130,16,7
Chicken Fried Steak,Church's,Entrees,470,36,28
Chicken Sandwich with Cheese,Church's,Sandwiches,500,48,26
Cole Slaw,Church's,Sides,150,15,10
Collard Greens,Church's,Sides,35,7,0
Corn,Church's,Sides,140,24,3
Double Chicken N Cheese Sandwich,Church's,Sandwiches,740,63,38
Fish Fillet (1),Church's,Seafood,190,14,10
French Fries,Church's,Sides,140,19,6
Green Beans,Church's,Sides,35,7,0
Honey-Butter Biscuit,Church's,Sides,240,28,12
Jalapeño Cheese Bombers® (4),Church's,Sides,160,20,8
Jalapeño Pepper,Church's,Sides,5,1,0
Livers (6),Church's,Seafood,840,54,42
Macaroni & Cheese,Church's,Sides,190,24,7
Mashed Potatoes & Gravy,Church's,Sides,110,21,2
Nuggets (5),Church's,Chicken,160,13,7
Okra,Church's,Sides,170,17,11
Original Breast,Church's,Chicken,200,3,11
Original Chicken Sandwich,Church's,Sandwiches,360,35,18
Original Leg,Church's,Chicken,110,3,6
Original Thigh,Church's,Chicken,330,8,23
Original Wing,Church's,Chicken,300,7,18
Red Beans & Rice,Church's,Sides,140,37,12
Shrimp (8),Church's,Seafood,280,24,12
Southern Style Chicken Sandwich,Church's,Sandwiches,450,50,16
Spicy Breast,Church's,Chicken,320,12,20
Spicy Chicken Sandwich,Church's,Sandwiches,360,35,18
Spicy Leg,Church's,Chicken,180,8,11
Spicy Southern Style Chicken Sandwich,Church's,Sandwiches,550,50,27
Spicy Tender Strips™,Church's,Chicken,140,7,7
Spicy Thigh,Church's,Chicken,480,20,35
Spicy Wing,Church's,Chicken,430,17,27
Strawberry Shortcake,Church's,Desserts,500,95,14
Sweet Corn Nuggets (8),Church's,Sides,250,30,12
Sweet Tea – Large,Church's,Drinks,360,90,0
Sweet Tea – Medium,Church's,Drinks,270,68,0
Sweet Tea – Small,Church's,Drinks,190,48,0
Tender Strips™,Church's,Chicken,120,6,6
Unsweet Tea – Large,Church's,Drinks,0,0,0
Unsweet Tea – Medium,Church's,Drinks,0,0,0
Unsweet Tea – Small,Church's,Drinks,0,0,0
"8-Grain Bagel – LF, VG",Corner Bakery Cafe,Breakfast,330,72,2
Add Spread – Country Dijon Mustard (Combo),Corner Bakery Cafe,Sandwiches,5,0,0
Add Spread – Mayo (Combo),Corner Bakery Cafe,Sandwiches,40,1,4
All American Scrambler (with Bacon) – G (Egg Whites),Corner Bakery Cafe,Breakfast,190,2,11
All American Scrambler (with Bacon) – G (Whole Eggs),Corner Bakery Cafe,Breakfast,350,3,27
All American Scrambler (with Sausage) (Egg Whites),Corner Bakery Cafe,Breakfast,190,6,3
All American Scrambler (with Sausage) (Whole Eggs),Corner Bakery Cafe,Breakfast,350,7,20
Anaheim Panini (Egg Whites),Corner Bakery Cafe,Breakfast Sandwiches,470,470,470
Anaheim Panini (Whole Eggs),Corner Bakery Cafe,Breakfast Sandwiches,550,39,32
Anaheim Scrambler – G (Egg Whites),Corner Bakery Cafe,Breakfast,410,8,29
Anaheim Scrambler – G (Whole Eggs),Corner Bakery Cafe,Breakfast,580,10,46
Apricot Walnut Rugalach – V,Corner Bakery Cafe,Desserts,240,23,15
Asian Edamame Salad – V (Side),Corner Bakery Cafe,Salads,140,12,8
Asian Edamame Salad – V (Trio),Corner Bakery Cafe,Salads,90,8,5
Asian Wonton Salad (Café & Combo),Corner Bakery Cafe,Salads,270,33,8
Asian Wonton Salad (Entrée),Corner Bakery Cafe,Salads,530,63,16
Avocado Wedge – VG (Side),Corner Bakery Cafe,Salads,280,4,20
Avocado Wedge – VG (Trio),Corner Bakery Cafe,Salads,150,2,10
"Baby Carrots – LF, VG, G",Corner Bakery Cafe,Sides,30,7,0
"Bacon, 3-slices – G",Corner Bakery Cafe,Breakfast,110,110,110
Baked French Toast – V,Corner Bakery Cafe,Breakfast,850,138,28
Baked French Toast w/Bacon & Fresh Fruit,Corner Bakery Cafe,Breakfast,1030,154,39
Baked French Toast w/Bacon & Scrambled Eggs (Egg Whites),Corner Bakery Cafe,Breakfast,1040,140,39
Baked French Toast w/Bacon & Scrambled Eggs (Whole Eggs),Corner Bakery Cafe,Breakfast,1200,141,55
Baked French Toast w/Sausage & Fresh Fruit,Corner Bakery Cafe,Breakfast,1030,158,31
Baked French Toast w/Sausage & Scrambled Eggs (Egg Whites),Corner Bakery Cafe,Breakfast,1040,144,31
Baked French Toast w/Sausage & Scrambled Eggs (Whole Eggs),Corner Bakery Cafe,Breakfast,1200,145,48
"Bakery Chips – VG, G",Corner Bakery Cafe,Sides,150,15,9
Banana – Whole (Kids’ Menu) – G,Corner Bakery Cafe,Sides,110,27,0
Banana Baby Bundt Cake – V,Corner Bakery Cafe,Desserts,620,81,30
Banana Muffin – V,Corner Bakery Cafe,Breakfast,530,67,26
Big Al’s Chili w/Cheddar Cheese (bowl),Corner Bakery Cafe,Soups,590,44,28
Big Al’s Chili w/Cheddar Cheese (cup),Corner Bakery Cafe,Soups,390,29,18
"Blueberry Bagel – LF, VG",Corner Bakery Cafe,Breakfast,340,73,2
Blueberry Muffin – V,Corner Bakery Cafe,Breakfast,510,70,22
"Breakfast Potatoes – VG, G",Corner Bakery Cafe,Breakfast,140,140,140
Brioche Flatbread (slice),Corner Bakery Cafe,Breads,330,46,13
Brioche Flatbread (whole),Corner Bakery Cafe,Breads,1320,160,51
Caesar Salad,Corner Bakery Cafe,Salads,230,8,20
Caesar Salad (Café & Combo),Corner Bakery Cafe,Salads,360,12,31
Caesar Salad (Entrée),Corner Bakery Cafe,Salads,710,21,63
Caesar Salad (side & trio portion),Corner Bakery Cafe,Salads,230,8,20
Caesar Salad w/Roasted Chicken (Café & Combo),Corner Bakery Cafe,Salads,420,13,32
Caesar Salad w/Roasted Chicken (Entrée),Corner Bakery Cafe,Salads,820,23,65
California Grille – V (Combo),Corner Bakery Cafe,Paninis,305,32,13
California Grille – V (Whole),Corner Bakery Cafe,Paninis,610,64,26
Cappuccino – Nonfat,Corner Bakery Cafe,Coffee,60,9,0
Cappuccino – Nonfat,Corner Bakery Cafe,Coffee,90,12,0
Cappuccino – Nonfat,Corner Bakery Cafe,Coffee,120,17,0
Cappuccino – Whole,Corner Bakery Cafe,Coffee,100,8,5
Cappuccino – Whole,Corner Bakery Cafe,Coffee,140,11,7
Cappuccino – Whole,Corner Bakery Cafe,Coffee,190,15,10
Caramel Latte – Nonfat,Corner Bakery Cafe,Coffee,320,63,2
Caramel Latte – Nonfat,Corner Bakery Cafe,Coffee,410,84,2
Caramel Latte – Nonfat,Corner Bakery Cafe,Coffee,540,111,2.5
Caramel Latte – Whole,Corner Bakery Cafe,Coffee,380,61,11
Caramel Latte – Whole,Corner Bakery Cafe,Coffee,490,81,13
Caramel Latte – Whole,Corner Bakery Cafe,Coffee,650,108,17
Chai Latte – Nonfat,Corner Bakery Cafe,Coffee,125,17,0
Chai Latte – Nonfat,Corner Bakery Cafe,Coffee,170,23,0
Chai Latte – Nonfat,Corner Bakery Cafe,Coffee,210,29,0
Chai Latte – Whole,Corner Bakery Cafe,Coffee,200,15,11
Chai Latte – Whole,Corner Bakery Cafe,Coffee,270,20,15
Chai Latte – Whole,Corner Bakery Cafe,Coffee,340,25,18
Cheddar Broccoli,Corner Bakery Cafe,Kid's Meals,190,10,14
Cheddar Broccoli  (bowl),Corner Bakery Cafe,Soups,550,28,41
Cheddar Broccoli  (cup),Corner Bakery Cafe,Soups,370,19,28
Chicken Apple Sausage Panini (Egg Whites),Corner Bakery Cafe,Breakfast Sandwiches,460,460,460
Chicken Apple Sausage Panini (Whole Eggs),Corner Bakery Cafe,Breakfast Sandwiches,540,38,24
"Chicken Apple Sausage, 2-patties",Corner Bakery Cafe,Breakfast,110,110,110
Chicken Carbonara – (Combo),Corner Bakery Cafe,Entrees,680,62,33
Chicken Carbonara – (Combo),Corner Bakery Cafe,Sandwiches,340,37,12
Chicken Carbonara – (Entrée),Corner Bakery Cafe,Entrees,1190,99,62
Chicken Carbonara – (Whole),Corner Bakery Cafe,Sandwiches,680,74,24
Chicken Pomodori (Combo),Corner Bakery Cafe,Paninis,370,35,14
Chicken Pomodori (Whole),Corner Bakery Cafe,Paninis,740,70,28
Chocolate Baby Bundt Cake – V,Corner Bakery Cafe,Desserts,580,70,30
Chocolate Chip Cookie – V,Corner Bakery Cafe,Desserts,300,46,113
Chocolate Muffin – V,Corner Bakery Cafe,Breakfast,530,62,28
Chocolate Turtle Baby Bundt Cake – V,Corner Bakery Cafe,Desserts,760,84,44
Chopped Salad – G (Café & Combo),Corner Bakery Cafe,Salads,400,18,28
Chopped Salad – G (Entrée),Corner Bakery Cafe,Salads,790,33,57
Ciabatta Ficelle – V,Corner Bakery Cafe,Breads,360,65,6
Cinnamon Creme Cake – Slice (12 slices/cake) – V,Corner Bakery Cafe,Desserts,770,108,34
Cinnamon Crumb Muffin – V,Corner Bakery Cafe,Breakfast,650,90,30
Cinnamon Pecan Rugalach – V,Corner Bakery Cafe,Desserts,250,24,16
Cinnamon Raisin – V (slice),Corner Bakery Cafe,Breads,220,32,7
Cinnamon Raisin – V (whole),Corner Bakery Cafe,Breads,2540,389,87
"Cinnamon Raisin Bagel – LF, VG",Corner Bakery Cafe,Breakfast,330,72,2
Cinnamon Roll – V,Corner Bakery Cafe,Breakfast,650,96,24
Corned Beef Reuben (Combo),Corner Bakery Cafe,Paninis,380,39,18
Corned Beef Reuben (Whole),Corner Bakery Cafe,Paninis,760,78,37
Corner Club (Combo),Corner Bakery Cafe,Paninis,365,36,15
Corner Club (Whole),Corner Bakery Cafe,Paninis,730,71,31
Country Boule – VG (slice),Corner Bakery Cafe,Breads,80,16,0
Country Boule – VG (whole),Corner Bakery Cafe,Breads,1040,213,3
Country Bread Boule – Bowl Option  (bowl),Corner Bakery Cafe,Soups,-,-,-
Country Bread Boule – Bowl Option  (cup),Corner Bakery Cafe,Soups,1040,213,3
Country Large Oblong – VG (slice),Corner Bakery Cafe,Breads,170,33,1
Country Large Oblong – VG (whole),Corner Bakery Cafe,Breads,4220,862,16
Country Small Oblong – VG (slice),Corner Bakery Cafe,Breads,110,22,0
